AREA,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION
1209551.3,5521.12,1538,1676,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
506000000,953811.87,1539,53,M332E,DRY DOMAIN,Temperate Steppe Regime Mountains,Middle Rocky Mountain Steppe-Coniferous Forest-Alpine Meadow Province,Beaverhead Mountains Section
873923.06,3415.384,1540,1677,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
541754.25,2728.373,1541,1678,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
1498147.8,4608.843,1542,1679,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
185394.26,1675.703,1543,1680,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
388645.78,2392.671,1544,1681,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
384973.21,2392.946,1545,1682,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
241997.62,1816.313,1546,1683,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
259881.48,1907.958,1547,1684,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
290798.34,2023.668,1548,1685,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
463442.21,2636.397,1549,1686,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
2987413.7,11955.485,1550,1687,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
366958.53,2500.803,1551,1688,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
339640.5,2296.092,1552,1689,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
2096766.3,6176.367,1553,1690,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
440020.84,2498.559,1554,1691,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
245970.23,1856.377,1555,1692,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
351505.68,2236.808,1556,1693,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
331963.71,2166.142,1557,1694,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
459410.96,2552.001,1558,1695,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
604720.75,3031.65,1559,1696,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
192950.18,1663.162,1560,1697,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
220335.07,1809.312,1561,1698,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
180150.98,1624.197,1562,1699,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
244529.79,1945.034,1563,1700,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
311490.03,2137.833,1564,1701,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
158266.79,1536.044,1565,1702,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
136558.85,1485.963,1566,1703,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
113275.21,1319.685,1567,1704,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
223931.59,1797.826,1568,1705,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
131232.89,1443.532,1569,1706,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
213000000,763769.81,1570,160,-212K,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Western Superior Section
1575172,8162.347,1571,1707,-212J,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Southern Superior Uplands Section
351196.87,2248.965,1572,1708,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
182736.2,1646.28,1573,1709,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
316586.09,2138.307,1574,1710,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
306406.9,2062.117,1575,1711,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
323180.21,2126.887,1576,1712,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
469661.28,2595.644,1577,1713,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
388682.68,2299.68,1578,1714,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
491671.09,2712.915,1579,1715,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
841853.93,4520.526,1580,1716,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
4322774,10020.438,1581,1717,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
597021.75,2865.015,1582,1718,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
5897110,17241.789,1583,1719,-212J,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Southern Superior Uplands Section
428687.81,2473.568,1584,1720,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
19488000,32799.719,1585,115,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
365408.34,2536.387,1586,1721,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
1205830.3,4566.175,1587,1722,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
885967.75,4093.762,1588,1723,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
467511,3581.175,1589,1724,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
257366.45,1986.05,1590,1725,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
3736597.7,7564.102,1591,1726,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
1954437.8,5560.336,1592,1727,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
321817.46,2193.73,1593,1728,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
823585,3769.749,1594,1729,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
484000000,2967414.7,1595,127,-222I,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,Erie and Ontario Lake Plain Section
32084708,39204.008,1596,127,-222I,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,Erie and Ontario Lake Plain Section
12517710,14040.502,1597,1731,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
97756936,51161.332,1598,115,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
1663136.6,5867.64,1599,1732,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
709186.62,3439.579,1600,1733,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
431261.34,2504.442,1601,1734,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
16982674,25632.061,1602,127,-222I,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,Erie and Ontario Lake Plain Section
442927.71,2491.794,1603,1735,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
447000000,1291819.3,1604,115,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
505818.09,2665.171,1605,1736,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
832827.93,3691.59,1606,1737,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
9191443,16510.252,1607,1738,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
470887.78,2576.556,1608,1739,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
674405.37,3152.268,1609,1740,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
18082636,26989.82,1610,115,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
269005.12,1922.616,1611,1741,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
405396.06,2405.909,1612,1742,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
610147.87,2887.575,1613,1743,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
153696896,60815.027,1614,115,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
5977585,10249.795,1615,1744,-222I,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,Erie and Ontario Lake Plain Section
15027679,18909.26,1616,1745,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
345068.93,2163.922,1617,1746,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
149000000,803551.37,1618,141,-221B,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Hudson Valley Section
1282280.6,5344.02,1619,1747,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
532754.56,2953.572,1620,1748,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
4497895,8509.238,1621,1749,-222I,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,Erie and Ontario Lake Plain Section
572635.43,2808.875,1622,1750,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
1094744.7,3976.337,1623,1751,-221A,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Lower New England Section
798864.75,3262.526,1624,1752,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
9275621,13651.959,1625,1753,-222I,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,Erie and Ontario Lake Plain Section
2214493.7,7423.55,1626,1754,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
8725089,14753.289,1627,1755,-222I,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,Erie and Ontario Lake Plain Section
466083.21,2522.889,1628,1756,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
3974664.5,8759.247,1629,1757,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
8937123,13187.509,1630,1758,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
14418702,18514.637,1631,1759,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
1314396,4287.019,1632,1760,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
1444346.2,4748.58,1633,1761,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
372060.37,2294.125,1634,1762,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
281940.5,2048.634,1635,1763,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
1558414.2,5347.835,1636,1764,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
278085.65,1965.141,1637,1765,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
472318.18,2702.603,1638,1766,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
449401.21,2565.789,1639,1767,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
346000000,829853.12,1640,55,M331A,DRY DOMAIN,Temperate Steppe Regime Mountains,Southern Rocky Mountain Steppe-Open Woodland-Coniferous Forest-Alpine Meadow Province,Yellowstone Highlands Section
5531271,9870.68,1641,1768,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
552000000,1419086.1,1642,150,-212F,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Glaciated Allegheny Plateau Section
294756.71,2042.152,1643,1769,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
202389.57,1898.444,1644,1770,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
4547590.5,8818.648,1645,1771,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
59927296,42296.766,1646,115,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
404115.56,2388.1,1647,1772,-212H,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Northern Great Lakes Section
2455096,6386.54,1648,1773,-221A,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Lower New England Section
