SAMPLE,OTU,ABUNDANCE
NTP36,162-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,5
NTP39,162-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,2
NTP4,162-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,4
NTP5,162-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,2
NTP6,162-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP8,162-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,2
NTP9,162-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,3
NTP14,352-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP13,485-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP33,485-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP9,485-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP3,584-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP4,584-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP4,692-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP1,880-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP21,880-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP24,909-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP33,981-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__SJA-36; f__,1
NTP13,1037-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP11,1222-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP14,1222-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,3
NTP33,1222-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,3
NTP36,1222-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP4,1222-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,3
NTP9,1222-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP21,1294-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP38,1294-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP39,1294-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP3,1511-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP1,1572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP10,1572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP14,1572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP23,1572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,2
NTP3,1572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP33,1572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP36,1572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP11,1788-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP21,1788-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP23,1788-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP29,1788-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP4,1788-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,2
NTP6,1788-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP8,1788-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP9,1788-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,2
NTP13,2466-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP4,2466-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,2
NTP5,2521-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP14,2572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,2
NTP7,2572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP9,2572-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,2
NTP24,2610-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP26,2610-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP38,2610-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP1,2779-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP12,2779-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,2
NTP33,2779-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,2
NTP25,2800-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP10,2856-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP12,2856-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP13,2856-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP4,2856-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,2
NTP8,2907-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP13,4011-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP23,4356-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP29,4398-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP3,4453-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP25,5520-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP32,5547-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP1,8320-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP33,8598-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP39,8702-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP7,8747-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__,1
NTP27,969-Root; k__Bacteria; p__Acidobacteria; c__; o__; f__,1
NTP34,969-Root; k__Bacteria; p__Acidobacteria; c__; o__; f__,8
NTP38,969-Root; k__Bacteria; p__Acidobacteria; c__; o__; f__,1
NTP34,3497-Root; k__Bacteria; p__Acidobacteria; c__; o__; f__,1
NTP2,1113-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria,1
NTP14,1154-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP3,1154-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,3
NTP5,1154-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP6,1154-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP7,1154-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP8,1154-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP9,1154-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP1,1659-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,3
NTP10,1659-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP14,1659-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP21,1659-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP23,1659-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP24,1659-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP25,1659-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP6,1659-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP7,1659-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP18,2116-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__0319-7L14; f__,1
NTP14,2366-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP22,2366-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP16,2507-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP18,2507-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP2,2507-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,5
NTP22,2507-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP25,2507-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP28,2507-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP8,2507-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP1,3012-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP12,3012-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP22,3012-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,2
NTP22,3209-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP12,3235-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP7,3312-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,2
NTP7,3652-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP1,3672-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,3
NTP14,3672-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP27,3672-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP7,3672-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP25,3742-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__0319-7L14; f__,1
NTP27,3773-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria,1
NTP22,3820-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__0319-7L14; f__,1
NTP21,4232-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP27,4232-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,3
NTP36,4232-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,4
NTP7,5821-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP33,5881-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP18,5998-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP4,5998-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP7,5998-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP9,5998-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP11,6110-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP28,6110-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP5,6110-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,2
NTP6,6110-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP14,6209-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP9,6253-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP33,6426-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales,1
NTP25,8292-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__Iamiaceae,1
NTP1,8530-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,3
NTP2,8530-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP27,8530-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP34,8530-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP12,9024-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Solirubrobacterales; f__,1
NTP34,9690-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP23,9721-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP6,9736-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP16,9856-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP1,10373-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,3
NTP14,10373-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP16,10373-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP22,10373-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP23,10373-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP25,10373-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP29,10373-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP3,10373-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP7,10373-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,6
NTP23,10634-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP7,10634-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP10,10863-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP16,13131-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP11,13590-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP3,14218-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP10,14678-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP7,15167-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales,1
NTP23,8290-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,2
NTP25,8290-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP13,545-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__,1
NTP3,545-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__,2
NTP5,545-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__,1
NTP9,545-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__,1
NTP12,2988-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP11,3079-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__CL500-29,1
NTP12,3079-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__CL500-29,1
NTP18,3079-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__CL500-29,1
NTP10,3246-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,1
NTP16,3246-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,1
NTP21,3246-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,1
NTP22,3246-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,1
NTP33,3246-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,1
NTP7,3246-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,1
NTP8,3246-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,2
NTP16,3467-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__,1
NTP12,4139-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__,1
NTP21,4139-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__,1
NTP1,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,3
NTP10,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP13,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,2
NTP14,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,2
NTP23,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP25,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP26,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP33,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP34,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP36,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,2
NTP38,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP39,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP7,4307-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,2
NTP34,4809-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae,1
NTP6,5521-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP1,5894-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,1
NTP5,7738-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP12,8405-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,1
NTP24,8492-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP39,8689-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP7,9431-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP1,9632-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,2
NTP14,9835-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP16,10848-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__0319-7L14; f__,1
NTP1,10885-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP36,12711-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP39,12970-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__,1
NTP1,13284-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP34,13284-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP36,13284-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__,1
NTP23,14065-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,1
NTP33,4424-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,1
NTP38,8660-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,1
NTP7,8660-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,1
NTP24,1750-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Gordoniaceae,1
NTP12,3281-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,1
NTP13,3281-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,1
NTP16,3281-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,2
NTP2,3281-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,2
NTP21,3281-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,1
NTP3,3281-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,1
NTP32,3281-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,2
NTP8,3281-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,1
NTP9,3281-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae,2
NTP11,3284-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP21,3284-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP29,3284-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP36,3284-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP4,3284-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,2
NTP11,4300-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,2
NTP2,4300-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,1
NTP21,4300-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,1
NTP22,4300-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,1
NTP26,4300-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,1
NTP7,4300-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,1
NTP5,24-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,1
NTP10,2977-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,1
NTP1,1995-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,1
NTP12,1995-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,1
NTP14,1995-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,1
NTP2,1995-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,2
NTP39,1995-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,1
NTP7,1995-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,2
NTP12,5485-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nakamurellaceae,1
NTP3,8707-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,1
NTP26,10906-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1
NTP16,3990-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae,1
NTP18,6555-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae,1
